,Date,Open,High,Low,Close,Volume,Volume MA,Daily_Returns
7136,1524855600,1.21218,1.2133,1.21204,1.21304,5986,7645.7,0.0007094655909187786
7137,1525046400,1.21228,1.21323,1.21216,1.21285,1956,7378.1,-0.00015663127349463402
7138,1525057200,1.21277,1.2131,1.2124,1.2125,1748,6433.3,-0.00028857649338343005
7139,1525068000,1.21368,1.2139,1.21238,1.21346,11892,5662.1,0.00079175257731956
7140,1525071600,1.21346,1.21373,1.21086,1.21191,12582,5831.0,-0.0012773391788768462
7141,1525075200,1.21191,1.21231,1.21018,1.21045,7437,5411.95,-0.0012047099207036505
7142,1525078800,1.21045,1.2121,1.20984,1.21182,8533,5225.2,0.0011318104837043652
7143,1525082400,1.21182,1.21182,1.20891,1.20961,8927,4937.7,-0.0018237031902426093
7144,1525086000,1.20961,1.20962,1.20732,1.20774,8705,4874.75,-0.0015459528277709245
7145,1525089600,1.20774,1.209,1.20726,1.2087,10284,5068.8,0.0007948730687068473
7146,1525093200,1.2087,1.20906,1.20674,1.20718,10431,5359.7,-0.0012575494332756065
7147,1525096800,1.20718,1.20884,1.20682,1.20814,17382,5975.2,0.0007952418032108888
7148,1525100400,1.20814,1.20876,1.2064,1.20736,14595,6405.65,-0.0006456205406658588
7149,1525104000,1.20736,1.21066,1.20715,1.21004,13091,6968.75,0.002219719056453684
7150,1525107600,1.21004,1.21014,1.20826,1.20864,8732,7379.85,-0.0011569865458993522
7151,1525114800,1.2081,1.2084,1.20723,1.20762,4953,7821.7,-0.0008439237490072138
7152,1525129200,1.20804,1.20842,1.20774,1.2082,1181,7687.1,0.00048028353289941705
7153,1525143600,1.20762,1.20784,1.20752,1.20757,1027,6581.1,-0.0005214368482038267
7154,1525154400,1.20694,1.20716,1.20568,1.20606,5111,5765.25,-0.001250445108772258
7155,1525161600,1.20577,1.20616,1.20324,1.20346,9321,5560.95,-0.0021557799777788267
7156,1525165200,1.20346,1.20416,1.20274,1.20334,7774,5428.1,-9.971249563744955e-05
7157,1525168800,1.20334,1.20364,1.2026,1.20309,6027,4860.35,-0.00020775508168935364
7158,1525176000,1.20256,1.20382,1.20169,1.20244,8737,4172.65,-0.0005402754573640145
7159,1525179600,1.20244,1.20318,1.20047,1.20054,8913,4181.7,-0.0015801204218089948
7160,1525183200,1.20054,1.20208,1.1981,1.19916,22389,5017.95,-0.0011494827327701573
7161,1525186800,1.19916,1.20042,1.19852,1.19997,10753,5307.95,0.0006754728309816826
7162,1525190400,1.19997,1.20204,1.19978,1.20166,11247,5788.4,0.0014083685425467785
7163,1525194000,1.20166,1.20174,1.19948,1.19988,6701,6005.1,-0.0014812842234906975
7164,1525197600,1.19988,1.20052,1.19935,1.19938,7104,6313.5,-0.0004167083375005154
7165,1525204800,1.19934,1.1995,1.19906,1.19926,1690,6487.1,-0.00010005169337479192
7166,1525219200,1.1991,1.2,1.19878,1.1991,5136,6575.0,-0.0001334156062905434
7167,1525226400,1.20062,1.2011,1.20029,1.20066,2918,6564.45,0.0013009757317987702
7168,1525237200,1.20034,1.20047,1.19916,1.1997,3433,5763.9,-0.0007995602418670034
7169,1525240800,1.1997,1.2014,1.19898,1.20113,13048,6114.95,0.0011919646578311127
7170,1525244400,1.20113,1.2032,1.20052,1.20166,15734,6641.9,0.00044125115516213675
7171,1525248000,1.20166,1.20238,1.1993,1.19994,11423,6776.2,-0.0014313532946090834
7172,1525251600,1.19994,1.20102,1.19934,1.20019,8632,6762.15,0.0002083437505209229
7173,1525255200,1.20019,1.2006,1.19953,1.20028,8668,6076.1,7.498812687978251e-05
7174,1525258800,1.20028,1.20056,1.1995,1.2002,7393,5908.1,-6.665111473991292e-05
7175,1525262400,1.2002,1.2013,1.19964,1.20114,14034,6047.45,0.0007832027995335888
7176,1525266000,1.20114,1.20122,1.19636,1.19738,15882,6506.5,-0.0031303594918160593
7177,1525269600,1.19738,1.19774,1.19528,1.19566,17406,7021.6,-0.001436469625348824
7178,1525273200,1.19566,1.19754,1.19539,1.19672,13487,7425.85,0.0008865396517405699
7179,1525276800,1.19672,1.19718,1.19546,1.19676,9682,7825.45,3.342469416400817e-05
7180,1525280400,1.19676,1.19686,1.19566,1.196,9702,8277.1,-0.0006350479628330907
7181,1525284000,1.196,1.2026,1.1955,1.19883,35197,10002.15,0.002366220735785962
7182,1525287600,1.19883,1.199,1.19381,1.19402,20308,10964.3,-0.004012245272474013
7183,1525302000,1.19545,1.19568,1.19474,1.19507,1394,10599.0,0.0008793822549035823
7184,1525309200,1.19672,1.19836,1.19639,1.1978,6113,10868.05,0.0022843850151035294
7185,1525320000,1.19808,1.19892,1.1979,1.19884,1788,9238.8,0.0008682584738686216
