,Date,Open,High,Low,Close,Volume,Volume MA,Daily_Returns,Middle_Band,Upper_Band,Lower_Band,Log_Returns,SpreadOC,SpreadLH,MACD,Signal_Line_MACD,RSI,SMI,weekday,hour
0,1970-01-01 00:00:01.451934000,1.082215,1.08281,1.081575,1.08275,2075,5191.3,,,,,,0.9995058877857306,0.9994505037818268,0.0,0.0,,,4,0
1,1970-01-01 00:00:01.451952000,1.082405,1.08348,1.0818,1.08315,1126,4980.05,0.00036942969291153815,,,,,0.9993121912939112,0.999007826632702,3.190883190895555e-05,6.38176638179111e-06,,,4,0
2,1970-01-01 00:00:01.451970000,1.082265,1.083455,1.08211,1.083155,1329,3961.3,4.616165812709738e-06,,,,,0.9991783262783258,0.9989016618133656,5.694385597521112e-05,1.6494184300475114e-05,,,4,0
3,1970-01-01 00:00:01.451980800,1.08088,1.081845,1.078545,1.07897,7546,3771.35,-0.0038637129496702505,,,,,1.0017702067712726,0.999108005305751,-0.0002579368956079353,-3.839203168120697e-05,,,4,0
4,1970-01-01 00:00:01.451984400,1.07897,1.07987,1.077265,1.077385,7754,3690.05,-0.0014689935772078666,,,,,1.0014711546940045,0.9991665663459489,-0.0006281376337928801,-0.00015634115210354162,,,4,0
5,1970-01-01 00:00:01.451988000,1.077385,1.0785,1.07648,1.0768,8292,3644.25,-0.0005429813854843646,,,,,1.0005432763744428,0.9989661566991191,-0.0009576893502194483,-0.00031661079172672297,,,4,0
6,1970-01-01 00:00:01.451995200,1.0756,1.07651,1.07501,1.07515,5025,3118.15,-0.0015323179791975061,,,,,1.0004185462493604,0.9991546757577726,-0.001336595232317439,-0.0005206076798448661,,,4,0
7,1970-01-01 00:00:01.451998800,1.07515,1.07567,1.07391,1.074215,6544,3256.4,-0.0008696460958936836,,,,,1.000870403038498,0.9995165803638664,-0.0016928138552450012,-0.0007550489149248931,,,4,0
8,1970-01-01 00:00:01.452002400,1.074215,1.075735,1.073835,1.073915,7431,3500.5,-0.000279273702191829,,,,,1.0002793517177802,0.9985870126006868,-0.0019765428178781796,-0.0009993476955155504,,,4,0
9,1970-01-01 00:00:01.452006000,1.073915,1.074285,1.071065,1.072185,8042,3798.85,-0.001610928239199616,,,,,1.00161352751624,0.9996555848773836,-0.002314318582700148,-0.00126234187295247,,,4,0
